2009-2010 Award Year FFEL Volume by School,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
"Award Year Cumulative Activity through Quarter ending 09/30/2009

",,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FFEL SUBSIDIZED,,,,,FFEL UNSUBSIDIZED,,,,,FFEL PARENT PLUS,,,,,FFEL GRAD PLUS,,,,
OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
02151100,ATI COLLEGE OF HEALTH,FL,331695742,PROPRIETARY,202,202,823248,270,475598,178,178,945869,236,518853,1,1,10000,1,6667,0,0,0,0,0
02151900,KEISER UNIVERSITY,FL,333093700,PRIVATE,185,188,713471,207,381608,191,321,908077,350,481696,20,20,106327,23,58198,0,0,0,0,0
02156700,FLORIDA CHRISTIAN COLLEGE,FL,347445301,PRIVATE,76,76,287517,76,152479,74,75,272734,75,144494,5,6,37433,6,18717,0,0,0,0,0
02159600,BAPTIST COLLEGE OF FLORIDA (THE),FL,324403306,PRIVATE,192,193,574590,198,407963,156,156,436788,158,312388,8,8,54410,8,33910,0,0,0,0,0
02172700,CONCORDE CAREER INSTITUTE,FL,336074165,PROPRIETARY,104,104,329128,104,166015,93,93,386833,93,197396,5,5,39843,5,19920,0,0,0,0,0
02188900,HOBE SOUND BIBLE COLLEGE,FL,334557734,PRIVATE,18,18,55202,18,48677,8,8,31631,8,24381,0,0,0,0,0,0,0,0,0,0
02215900,ATI CAREER TRAINING CENTER,FL,333091785,PROPRIETARY,11,11,25256,11,14938,4,4,2810,4,2630,0,0,0,0,0,0,0,0,0,0
02218700,FLORIDA TECHNICAL COLLEGE,FL,328262707,PROPRIETARY,176,176,555229,209,285138,165,177,765682,212,395852,2,3,28125,5,15341,0,0,0,0,0
02257900,INTERNATIONAL ACADEMY,FL,321193541,PROPRIETARY,2,2,4083,2,2917,2,2,5459,2,3459,0,0,0,0,0,0,0,0,0,0
02275100,CONCORDE CAREER INSTITUTE,FL,330250000,PROPRIETARY,108,108,354556,110,171419,107,109,360235,111,168059,15,15,61034,15,30523,0,0,0,0,0
02278800,SOUTHWEST FLORIDA COLLEGE,FL,339071157,PROPRIETARY,149,149,545177,149,194734,160,229,798309,229,282849,0,0,0,0,0,0,0,0,0,0
02279600,CORTIVA INSTITUTE - FLORIDA,FL,337813634,PROPRIETARY,56,56,158594,58,61481,57,60,239107,62,86039,0,0,0,0,0,0,0,0,0,0
02280800,LINCOLN COLLEGE OF TECHNOLOGY,FL,334073105,PROPRIETARY,813,816,2747723,891,1002349,776,1362,3655969,1474,1313500,42,43,250087,45,89499,0,0,0,0,0
02286500,ITT TECHNICAL INSTITUTE,FL,336347515,PROPRIETARY,495,500,2015140,508,737055,495,497,2550783,505,926729,68,68,629651,68,215537,0,0,0,0,0
02293200,ATI CAREER TRAINING CENTER,FL,333095916,PROPRIETARY,100,100,238504,115,142201,98,98,288890,112,172666,0,0,0,0,0,0,0,0,0,0
02305700,FORTIS COLLEGE,FL,336191283,PROPRIETARY,11,11,39716,11,14277,10,10,39664,10,13724,0,0,0,0,0,0,0,0,0,0
02314100,SCHILLER INTERNATIONAL UNIVERSITY,FL,337713842,PROPRIETARY,54,54,366694,54,191410,55,55,494304,55,250630,7,7,105199,8,67281,9,9,85397,9,41096
02325100,KEY COLLEGE,FL,330043046,PROPRIETARY,5,5,18500,5,6168,5,5,22748,5,7584,0,0,0,0,0,0,0,0,0,0
02329900,FLORIDA INSTITUTE OF ULTRASOUND,FL,325144913,PROPRIETARY,34,34,105633,51,83817,31,31,152766,49,124892,1,1,10000,2,10000,0,0,0,0,0
02346200,WYOTECH,FL,321741010,PROPRIETARY,233,234,664500,261,352650,234,235,968918,260,509558,41,42,623893,45,315640,0,0,0,0,0
02362100,FULL SAIL UNIVERSITY,FL,327927427,PROPRIETARY,2632,2632,12658925,2718,6903835,2633,2635,15018571,2747,7958320,514,517,12582192,530,6410690,94,95,1205924,99,608032
02502700,ADVANCED CAREER TRAINING,FL,322075627,PROPRIETARY,194,195,667801,195,333678,177,335,880793,335,441409,9,9,61668,9,30836,0,0,0,0,0
02508900,TALMUDIC COLLEGE OF FLORIDA,FL,331401507,PRIVATE,1,1,3500,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02515400,CITY COLLEGE,FL,333093073,PRIVATE,145,145,516889,145,152791,139,140,704733,140,199494,6,6,36789,6,9198,0,0,0,0,0
02517100,SARASOTA SCHOOL OF MASSAGE THERAPY,FL,342436130,PROPRIETARY,8,8,21292,8,11359,7,7,34062,7,17031,0,0,0,0,0,0,0,0,0,0
02547600,FLORIDA NATIONAL COLLEGE,FL,330124108,PROPRIETARY,35,35,142336,37,73388,30,30,163085,31,82543,0,0,0,0,0,0,0,0,0,0
02586200,FLORIDA CAREER COLLEGE,FL,337593924,PROPRIETARY,1,1,2917,1,973,1,1,1667,1,556,1,1,3892,1,1298,0,0,0,0,0
02598200,SOUTHERN CAREER COLLEGE,FL,322259828,PROPRIETARY,8,8,25544,12,14598,5,5,9563,7,5074,0,0,0,0,0,0,0,0,0,0
02599800,EVEREST UNIVERSITY,FL,337702556,PROPRIETARY,1016,1021,3591028,1078,1523884,966,1664,4932318,1716,2056148,11,11,83806,11,35152,0,0,0,0,0
02616400,SANFORD-BROWN INSTITUTE,FL,322563520,PROPRIETARY,1051,1063,3033441,1178,1490792,968,977,4165355,1078,1948652,10,10,73416,10,27026,0,0,0,0,0
03003200,EVEREST INSTITUTE,FL,331861410,PROPRIETARY,356,356,1231560,358,563232,343,627,1831026,631,844202,18,18,87543,18,39534,0,0,0,0,0
03008600,FLORIDA COLLEGE OF NATURAL HEALTH,FL,330641342,PROPRIETARY,73,73,230325,83,123411,68,68,248176,76,123307,9,10,47492,13,26043,0,0,0,0,0
03028200,TRINITY COLLEGE OF FLORIDA,FL,346554401,PRIVATE,76,76,322910,76,162955,65,65,267500,65,132250,5,5,55833,5,27917,0,0,0,0,0
03031400,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,FL,336346313,PROPRIETARY,1703,1731,6330962,1778,2440025,1726,1767,8884872,1806,3390603,64,66,692841,71,260953,0,0,0,0,0
03035900,NATIONAL AVIATION ACADEMY,FL,337603931,PROPRIETARY,136,137,513056,148,263709,138,139,721189,150,369224,10,10,49083,11,24852,0,0,0,0,0
03037500,HODGES UNIVERSITY,FL,341197932,PRIVATE,1,1,3500,1,1750,1,1,2000,1,1000,0,0,0,0,0,0,0,0,0,0
03054200,FORTIS COLLEGE,FL,331442373,PROPRIETARY,109,112,350262,126,180986,53,56,98519,58,49779,22,22,39429,23,20117,0,0,0,0,0
03079900,CITY COLLEGE,FL,327143129,PRIVATE,43,43,154525,45,50599,42,42,206291,42,66785,2,2,18000,2,4500,0,0,0,0,0
03087600,ITT TECHNICAL INSTITUTE,FL,327461607,PROPRIETARY,1109,1119,4041940,1129,1431154,1049,1057,5638665,1067,1964608,68,69,681289,69,228505,0,0,0,0,0
03096300,FORTIS INSTITUTE,FL,338600000,PROPRIETARY,13,13,24878,13,12898,6,6,10827,6,4745,0,0,0,0,0,0,0,0,0,0
03108500,EVERGLADES UNIVERSITY,FL,334310000,PRIVATE,50,50,219569,52,112283,45,45,234943,48,121452,3,3,29400,3,14700,0,0,0,0,0
03115500,FLORIDA HOSPITAL COLLEGE OF HEALTH SCIENCES,FL,328031237,PRIVATE,638,642,2357750,642,943750,884,908,4563405,908,1799628,9,9,105300,9,41767,24,24,699640,24,266126
03123900,KEISER CAREER COLLEGE,FL,334130000,PROPRIETARY,1,1,3500,1,1750,2,3,10000,3,5000,0,0,0,0,0,0,0,0,0,0
03171300,UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES,FL,320865799,PROPRIETARY,304,305,2551810,306,941491,307,307,3648309,308,1324601,0,0,0,0,0,247,259,7202833,259,2456933
03178400,CORAL RIDGE TRAINING SCHOOL,FL,333111507,PROPRIETARY,1,1,4500,1,4500,1,1,5000,1,5000,0,0,0,0,0,0,0,0,0,0
03255300,FLORIDA GULF COAST UNIVERSITY,FL,339656565,PUBLIC,2054,2095,9541120,2095,4822891,2313,2397,12743098,2397,6456934,191,195,2295627,195,1169981,17,18,176896,18,91590
03348400,PROFESSIONAL TRAINING CENTERS,FL,331751178,PROPRIETARY,43,45,143439,46,73286,33,34,74063,35,38399,1,1,2000,1,1000,0,0,0,0,0
03373300,BEACON COLLEGE,FL,347485224,PRIVATE,15,15,59015,15,29325,18,18,68903,18,33925,9,9,242130,9,121066,0,0,0,0,0
03374300,FLORIDA COASTAL SCHOOL OF LAW,FL,322568528,PROPRIETARY,1385,1386,10127457,1387,6055028,1381,1383,14327902,1387,8531290,0,0,0,0,0,1110,1253,23791460,1261,14178167
03425400,CENTRAL FLORIDA INSTITUTE,FL,346844436,PROPRIETARY,134,134,398215,140,224824,122,122,423011,132,226725,4,4,22658,5,12280,0,0,0,0,0
03429600,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,FL,333013510,PRIVATE,34,34,273000,34,94271,34,35,395000,35,140337,0,0,0,0,0,15,15,170322,15,61364
03429700,EAST WEST COLLEGE OF NATURAL MEDICINE,FL,342345362,PROPRIETARY,48,48,390529,48,195265,46,46,495958,46,247982,0,0,0,0,0,9,9,93291,9,46647
03433400,NEW CONCEPT MASSAGE AND BEAUTY SCHOOL,FL,331350000,PROPRIETARY,3,3,4030,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03434300,FORTIS COLLEGE,FL,320732999,PROPRIETARY,1,1,851,1,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03459400,SAINT PETERSBURG THEOLOGICAL SEMINARY,FL,337083116,PRIVATE,9,10,56687,10,29719,9,9,55856,9,28554,0,0,0,0,0,0,0,0,0,0
03549300,ULTIMATE MEDICAL ACADEMY,FL,337565802,PROPRIETARY,431,431,1479502,432,746541,414,414,2373736,416,1186276,17,17,117392,17,57453,0,0,0,0,0
03557300,NORTH FLORIDA COSMETOLOGY INSTITUTE,FL,323122603,PROPRIETARY,28,28,75481,29,43868,28,28,109305,30,61986,1,1,4250,1,2125,0,0,0,0,0
03564300,"INTERNATIONAL SCHOOL OF HEALTH, BEAUTY & TECHNOLOGY",FL,333111141,PROPRIETARY,11,11,33667,11,16835,7,7,12100,7,6050,0,0,0,0,0,0,0,0,0,0
03595400,ANGLEY COLLEGE,FL,327204257,PROPRIETARY,134,134,460933,138,163194,133,133,783934,139,278200,0,0,0,0,0,0,0,0,0,0
03691400,AVE MARIA SCHOOL OF LAW,FL,341191376,PRIVATE,319,319,2707130,319,1357481,301,303,3592346,304,1799871,0,0,0,0,0,233,240,6120066,265,3076879
03706300,AMERICAN INSTITUTE,FL,333195613,PROPRIETARY,11,12,14617,12,14617,15,17,36033,19,35533,1,1,10000,1,5000,0,0,0,0,0
03816300,ARTISTIC NAILS & BEAUTY ACADEMY,FL,336055919,PROPRIETARY,25,25,73990,26,38280,21,21,107346,21,54446,1,1,6000,1,3000,0,0,0,0,0
03832300,DADE MEDICAL COLLEGE,FL,331265534,PROPRIETARY,123,123,441664,123,222900,100,100,502373,100,252691,12,12,91294,12,45648,0,0,0,0,0
03842500,CAMBRIDGE INSTITUTE OF ALLIED HEALTH,FL,327500000,PROPRIETARY,5,5,16567,5,8284,2,2,10551,2,5276,0,0,0,0,0,0,0,0,0,0
03875300,MCI INSTITUTE OF TECHNOLOGY,FL,334094937,PROPRIETARY,54,54,183622,55,92686,51,51,295240,51,149120,0,0,0,0,0,0,0,0,0,0
03888300,DRAGON RISES COLLEGE OF ORIENTAL MEDICINE,FL,326015089,PROPRIETARY,9,9,76130,9,38065,8,8,54324,8,27162,0,0,0,0,0,2,2,3824,2,1912
03903500,SOUTHERN TECHNICAL COLLEGE,FL,328090000,PROPRIETARY,76,76,323310,98,148309,67,67,320650,91,153910,1,1,8200,1,2734,0,0,0,0,0
03906300,ATA CAREER EDUCATION,FL,337733434,PROPRIETARY,26,26,64049,26,43782,20,20,71789,20,47684,0,0,0,0,0,0,0,0,0,0
03939300,WOLFORD COLLEGE,FL,341081931,PROPRIETARY,182,182,1535893,182,590671,181,181,2180607,181,835749,0,0,0,0,0,151,152,6182389,152,2178154
03939400,CENTURA INSTITUTE,FL,328104719,PROPRIETARY,81,81,299983,83,151233,87,87,462900,91,233500,1,1,2588,1,1294,0,0,0,0,0
03939600,DAYTONA COLLEGE,FL,321748449,PROPRIETARY,24,24,73137,28,30928,19,19,78270,25,34410,1,1,8700,2,5800,0,0,0,0,0
03941300,AVE MARIA UNIVERSITY,FL,341429505,PRIVATE,201,201,891430,202,443633,192,194,873117,197,422255,44,44,474820,45,233586,0,0,0,0,0
03957400,NEW COLLEGE OF FLORIDA,FL,342432109,PUBLIC,184,199,746335,199,370762,143,169,580092,169,294091,17,21,213337,23,115683,0,0,0,0,0
03985300,COMMERCIAL DIVING ACADEMY,FL,322084131,PROPRIETARY,17,17,36601,31,33373,13,13,47996,23,42458,3,3,65392,6,65392,0,0,0,0,0
03986300,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY,FL,349469022,PROPRIETARY,1,1,1645,1,823,1,1,2820,1,1410,2,2,100000,3,48334,0,0,0,0,0
04016500,AMERICAN INSTITUTE OF BEAUTY,FL,337715901,PROPRIETARY,4,4,5248,4,5248,3,3,7000,3,7000,0,0,0,0,0,0,0,0,0,0
04029300,TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY & BARBERING,FL,322054737,PROPRIETARY,1,1,3500,1,1750,2,2,15500,2,7750,0,0,0,0,0,0,0,0,0,0
04058300,HEALTH OPPORTUNITY TECHNICAL CENTER,FL,331694517,PROPRIETARY,15,15,52500,15,26250,14,14,84000,14,42000,0,0,0,0,0,0,0,0,0,0
04083400,CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY,FL,334846543,PROPRIETARY,8,8,35200,8,16600,10,10,64800,10,32400,0,0,0,0,0,0,0,0,0,0
04119400,AVEDA INSTITUTE - SAINT PETERSBURG,FL,337014242,PROPRIETARY,3,3,10500,3,5250,3,3,18000,3,9000,0,0,0,0,0,0,0,0,0,0
04127400,DIGITAL MEDIA ARTS COLLEGE,FL,334873511,PROPRIETARY,72,73,381167,80,203272,75,77,425258,85,226318,10,11,109046,12,55316,9,9,71585,13,45045
04131900,FASTTRAIN OF MIAMI,FL,331341065,PROPRIETARY,16,16,35127,23,16578,17,17,60140,24,29891,0,0,0,0,0,0,0,0,0,0
04132000,FASTTRAIN OF FORT LAUDERDALE,FL,333173127,PROPRIETARY,12,13,16528,22,11764,12,13,28336,22,20170,0,0,0,0,0,0,0,0,0,0
04132100,FASTTRAIN OF TAMPA,FL,336125516,PROPRIETARY,4,4,8944,6,4278,4,4,15334,6,7334,0,0,0,0,0,0,0,0,0,0
04132200,FASTTRAIN OF JACKSONVILLE,FL,322564849,PROPRIETARY,6,6,7193,10,6027,5,5,10668,8,8668,0,0,0,0,0,0,0,0,0,0
04133500,ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,FL,326016811,PRIVATE,6,6,33751,6,18292,7,7,90082,7,47041,0,0,0,0,0,0,0,0,0,0
04134800,AVEDA INSTITUTE - TALLAHASSEE,FL,323043186,PROPRIETARY,1,1,3500,1,1750,2,2,11500,2,5750,0,0,0,0,0,0,0,0,0,0
04135000,COZMO THE SCHOOL,FL,341354810,PROPRIETARY,6,6,11000,8,9250,5,5,12666,7,9666,0,0,0,0,0,0,0,0,0,0
00154100,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,GA,317932601,PUBLIC,992,1017,3305508,1017,1656141,1021,1167,3499398,1168,1755328,95,99,459411,99,226304,0,0,0,0,0
00154200,AGNES SCOTT COLLEGE,GA,300303770,PRIVATE,406,406,1786936,406,906950,385,450,1336724,450,676119,94,94,1209535,95,658144,0,0,0,0,0
00154300,DARTON COLLEGE,GA,317073098,PUBLIC,1716,1770,5652491,1770,3045693,1627,1702,5321866,1702,2844387,16,18,85125,18,43814,0,0,0,0,0
00154500,ANDREW COLLEGE,GA,398401395,PRIVATE,139,140,476981,140,241922,129,207,563598,207,285413,20,20,156596,20,78300,0,0,0,0,0
00154600,ARMSTRONG ATLANTIC STATE UNIVERSITY,GA,314191997,PUBLIC,2294,2373,10786412,2380,5847421,1400,1538,7284009,1541,4036698,61,63,459591,64,248255,8,8,119156,8,46803
00154700,POINT UNIVERSITY,GA,303441999,PRIVATE,203,205,835127,206,445154,194,201,757291,202,414620,10,11,90860,11,46430,0,0,0,0,0
00155200,AUGUSTA STATE UNIVERSITY,GA,309042200,PUBLIC,1871,1904,8923217,1907,4652970,1870,1924,10451608,1925,5416152,17,17,118389,17,59645,0,0,0,0,0
00155400,BERRY COLLEGE,GA,301495007,PRIVATE,557,561,2288457,561,1185090,657,689,2696903,691,1408835,245,252,2454828,253,1288256,0,0,0,0,0
00155500,THOMAS UNIVERSITY,GA,317927499,PRIVATE,538,551,2562410,551,1395509,523,566,2782041,567,1514796,6,7,28918,7,14459,2,2,14302,2,11182
00155600,BRENAU UNIVERSITY,GA,305013668,PRIVATE,1053,1069,5283400,1069,2898356,1110,1174,7323851,1174,3950825,26,26,247461,26,127136,11,12,108219,12,54110
00155700,BREWTON PARKER COLLEGE,GA,304450000,PRIVATE,160,160,545995,161,273640,175,177,666872,181,341086,11,11,73464,11,36733,0,0,0,0,0
00155800,COLLEGE OF COASTAL GEORGIA,GA,315203644,PUBLIC,1,1,2500,1,1250,1,1,6000,1,3000,0,0,0,0,0,0,0,0,0,0
00155900,CLARK ATLANTA UNIVERSITY,GA,303144385,PRIVATE,2173,2212,10824309,2215,5468084,2249,2531,12631750,2534,6389149,699,735,13406339,749,6869065,91,96,1163784,99,617112
00156000,COLUMBIA THEOLOGICAL SEMINARY,GA,300310520,PRIVATE,15,15,126362,20,64412,12,12,72167,15,35464,0,0,0,0,0,0,0,0,0,0
00156200,GEORGIA PERIMETER COLLEGE,GA,300343832,PUBLIC,2699,2745,8825299,2745,4463192,2413,2469,9375987,2469,4719025,16,16,108640,16,54320,0,0,0,0,0
00156300,EMMANUEL COLLEGE,GA,306390000,PRIVATE,433,434,1770692,434,906234,449,458,2097269,460,1060085,88,91,637071,95,327438,0,0,0,0,0
00156400,EMORY UNIVERSITY,GA,303221960,PRIVATE,4411,4441,29519008,4441,15278460,4148,4271,45264506,4271,23040719,333,354,6959674,354,3701651,741,800,15819908,800,8315645
00156600,FORT VALLEY STATE UNIVERSITY,GA,310303298,PUBLIC,0,0,0,0,0,0,0,0,0,0,3,3,25168,4,15577,0,0,0,0,0
00156700,GAINESVILLE STATE COLLEGE,GA,305663414,PUBLIC,1471,1489,5172983,1496,2610889,950,1033,3620303,1037,1821025,37,38,257370,38,133810,0,0,0,0,0
00157000,SOUTHERN POLYTECHNIC STATE UNIVERSITY,GA,300602896,PUBLIC,1591,1628,7337449,1629,3675859,1632,1782,9585078,1782,4810880,50,53,405101,53,197355,0,0,0,0,0
00157100,GEORGIA MILITARY COLLEGE,GA,310613398,PUBLIC,979,981,3594778,987,1020496,642,656,3068425,657,836276,11,11,65900,11,22182,0,0,0,0,0
00157300,GEORGIA SOUTHWESTERN STATE UNIVERSITY,GA,317094693,PUBLIC,1133,1167,4651624,1168,2590832,1051,1123,5100309,1123,2737250,37,40,206281,40,110244,0,0,0,0,0
00157500,GORDON COLLEGE,GA,302041762,PUBLIC,1440,1466,5164390,1466,2584910,1508,1603,5235111,1603,2607435,39,39,215688,39,108727,0,0,0,0,0
00157700,KENNESAW STATE UNIVERSITY,GA,301445591,PUBLIC,7477,7637,34147856,7640,17250263,7490,7778,44736668,7780,22554182,213,224,1732144,224,878468,26,27,178163,32,106546
00157800,LAGRANGE COLLEGE,GA,302402999,PRIVATE,585,611,2940108,612,1459629,648,744,3654975,745,1782961,99,109,1017594,109,524439,0,0,0,0,0
00157900,GEORGIA HEALTH SCIENCES UNIVERSITY,GA,309120004,PUBLIC,1464,1477,11298661,1478,5006295,1324,1443,27532732,1443,12372262,2,2,31000,3,15500,165,178,2027301,178,805657
00158000,MERCER UNIVERSITY,GA,312070001,PRIVATE,0,0,0,0,0,0,0,0,0,0,1,1,15000,1,7500,0,0,0,0,0
00158100,MIDDLE GEORGIA COLLEGE,GA,310141599,PUBLIC,1395,1414,4745599,1414,2392963,1445,1645,5137845,1645,2573200,126,134,695311,134,336103,0,0,0,0,0
00158200,MOREHOUSE COLLEGE,GA,303143773,PRIVATE,0,0,0,0,0,0,0,0,0,0,4,4,80500,4,36679,0,0,0,0,0
00158500,NORTH GEORGIA COLLEGE & STATE UNIVERSITY,GA,305970001,PUBLIC,1000,1013,4277802,1015,2186824,998,1114,4441350,1114,2259165,41,45,254742,45,132107,0,0,0,0,0
00158600,OGLETHORPE UNIVERSITY,GA,303192737,PRIVATE,256,257,1093010,258,560582,256,270,975970,271,501849,56,59,663811,59,366462,0,0,0,0,0
00158900,REINHARDT UNIVERSITY,GA,301832900,PRIVATE,337,342,1454400,348,749772,356,409,1442624,412,742547,64,69,671741,69,335886,0,0,0,0,0
00159000,SAVANNAH STATE UNIVERSITY,GA,314045298,PUBLIC,1,1,3200,1,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00159100,SHORTER UNIVERSITY,GA,301654298,PRIVATE,486,487,2187560,488,1153194,491,492,3067093,493,1579181,1,1,21000,1,10500,0,0,0,0,0
00159200,SOUTH GEORGIA COLLEGE,GA,315338104,PUBLIC,685,709,2226082,709,1130138,616,667,1772390,667,890804,15,16,89310,16,46746,0,0,0,0,0
00159400,SPELMAN COLLEGE,GA,303144399,PRIVATE,1220,1236,5496130,1238,2734596,1051,1312,4969966,1313,2461031,498,527,12157122,546,6198717,0,0,0,0,0
00159700,TRUETT MCCONNELL COLLEGE,GA,305281264,PRIVATE,140,140,535058,141,276426,143,164,609065,166,312920,25,25,203637,25,105066,0,0,0,0,0
00160000,WESLEYAN COLLEGE,GA,312104462,PRIVATE,206,208,858635,210,447358,215,230,1073635,231,558101,26,28,190326,28,98526,0,0,0,0,0
00160200,GEORGIA COLLEGE & STATE UNIVERSITY,GA,310610490,PUBLIC,1742,1810,8578693,1810,4272373,1555,2016,7364178,2017,3703147,180,189,1191381,189,653136,0,0,0,0,0
00160400,YOUNG HARRIS COLLEGE,GA,305824137,PRIVATE,269,270,993032,271,507173,346,365,1420866,365,714930,75,77,642673,78,345231,0,0,0,0,0
00348400,COVENANT COLLEGE,GA,307504164,PRIVATE,479,482,2022108,496,1046365,464,479,1617180,498,855609,86,87,997366,88,517469,0,0,0,0,0
00395600,DALTON STATE COLLEGE,GA,307203797,PUBLIC,985,1019,3510637,1019,1754895,665,709,2349827,709,1171256,4,4,16700,4,8350,0,0,0,0,0
00411700,GRADY HEALTH SYSTEM,GA,303033050,PUBLIC,42,42,174302,42,44471,45,45,267824,45,66628,1,1,17659,1,4417,0,0,0,0,0
00560100,ALBANY TECHNICAL COLLEGE,GA,317012648,PUBLIC,988,989,3455859,990,898492,728,731,2835491,731,733052,0,0,0,0,0,0,0,0,0,0
00772800,MACON STATE COLLEGE,GA,312065145,PUBLIC,1510,1521,5721213,1521,2900538,1618,1637,6975448,1637,3515405,0,0,0,0,0,0,0,0,0,0
00897600,CLAYTON STATE UNIVERSITY,GA,302600285,PUBLIC,3410,3497,14123309,3499,7267713,3197,3424,18624624,3426,9568420,65,66,603201,66,301103,1,1,11194,1,5597
00927000,ART INSTITUTE OF ATLANTA (THE),GA,303281649,PROPRIETARY,2701,2743,9478213,4846,6093536,2659,2727,12516632,4839,8061103,649,665,11148137,1187,6963503,0,0,0,0,0
00950700,GEORGIA HIGHLANDS COLLEGE,GA,301611864,PUBLIC,950,961,3267464,961,1634268,677,728,2589457,728,1299814,2,2,9042,2,4522,0,0,0,0,0
01077100,GUPTON - JONES COLLEGE,GA,300354022,PRIVATE,3,3,5332,3,3832,1,1,4000,1,2000,1,1,20000,1,6667,0,0,0,0,0
01099700,EAST GEORGIA COLLEGE,GA,304012699,PUBLIC,875,881,2952150,883,1491503,769,791,2521254,792,1266627,19,21,125082,21,64041,0,0,0,0,0
01107400,BAINBRIDGE COLLEGE,GA,398198400,PUBLIC,1381,1425,4630583,1425,2342903,713,730,1816922,730,922735,0,0,0,0,0,0,0,0,0,0
01157400,BAUDER COLLEGE,GA,303132439,PROPRIETARY,59,60,199259,68,87047,57,59,161034,65,70547,0,0,0,0,0,0,0,0,0,0
01216500,ATLANTA METROPOLITAN COLLEGE,GA,303104498,PUBLIC,506,508,1693082,508,849061,307,314,1200363,314,601233,1,1,21905,1,10953,0,0,0,0,0
01303900,SOUTH UNIVERSITY,GA,314064881,PROPRIETARY,2042,2062,7792207,2072,2858275,2138,2179,13746507,2189,4948546,33,35,238044,35,85857,49,49,537551,49,181326
02055000,WAYCROSS COLLEGE,GA,315030110,PUBLIC,173,175,573001,175,289533,103,108,300196,108,152279,0,0,0,0,0,0,0,0,0,0
02060900,BROWN COLLEGE OF COURT REPORTING,GA,303182570,PROPRIETARY,69,70,241331,70,81912,73,73,423351,74,146029,2,2,30500,2,10168,0,0,0,0,0
02074800,LIFE UNIVERSITY,GA,300602996,PRIVATE,1003,1050,7146200,1617,3969775,1066,1169,19132551,1754,10467132,8,8,89567,9,40417,309,395,1703198,476,1155847
02089700,HERZING UNIVERSITY,GA,303261332,PROPRIETARY,27,27,113884,27,56944,22,23,97838,23,44821,1,1,10500,1,5250,0,0,0,0,0
02116000,SANFORD-BROWN COLLEGE,GA,303284803,PROPRIETARY,1781,1794,5156499,2097,2755783,1667,1675,7089628,1977,3659948,5,5,38007,6,12858,0,0,0,0,0
02202800,AUGUSTA AREA DIETETIC INTERNSHIP UNIVERSITY HOSPITAL,GA,309012629,PRIVATE,10,10,81500,10,40738,7,7,70000,8,35000,0,0,0,0,0,0,0,0,0,0
02217200,PORTFOLIO CENTER-,GA,303091268,PROPRIETARY,41,41,150206,75,100430,45,46,248988,83,163536,6,6,85500,9,46667,0,0,0,0,0
02266200,AMERICAN PROFESSIONAL INSTITUTE,GA,312013185,PROPRIETARY,15,15,51292,15,28834,15,15,82500,15,44025,0,0,0,0,0,0,0,0,0,0
02285500,CREATIVE CIRCUS (THE),GA,303244144,PROPRIETARY,54,54,212041,54,76030,52,94,275304,95,100399,6,6,107570,6,38442,0,0,0,0,0
02288400,GWINNETT TECHNICAL COLLEGE,GA,300435702,PUBLIC,0,0,0,0,0,0,0,0,0,0,2,2,9825,2,5775,0,0,0,0,0
02482100,MOREHOUSE SCHOOL OF MEDICINE,GA,303101495,PRIVATE,240,240,2022900,243,1014850,238,238,6311928,243,3147778,0,0,0,0,0,102,108,1596629,108,789105
02520000,INTERNATIONAL SCHOOL OF SKIN AND NAILCARE,GA,303421119,PROPRIETARY,25,25,61566,25,32606,19,19,57566,20,30642,0,0,0,0,0,0,0,0,0,0
